UMAP1,UMAP2
0.23339783,4.8025846
4.04042,2.7346525
4.4673624,3.5179446
3.6192055,2.484532
2.8231742,1.1893473
0.09559054,5.193748
4.0256777,3.8681238
3.916896,4.234328
1.0597215,0.9327901
-0.98271936,6.410724
3.7541373,4.1297493
4.1551623,4.181878
-2.0794995,6.5110345
3.9551718,3.9033492
3.4718773,2.373344
-2.1505926,6.606061
4.9563117,4.5524683
5.1191597,4.3410783
2.9802868,2.653404
0.650012,1.1300633
4.786177,3.8248856
3.5350604,2.7433953
-2.1073234,6.382144
3.5362487,2.8853588
3.9182482,2.8139732
3.7113698,3.3202217
1.5810221,1.1412936
-2.1138587,6.4432983
2.7040653,1.5143802
0.5817618,4.6505303
-2.0946522,6.3845534
3.0015585,2.1212473
-0.20979238,3.911106
-0.17261674,4.471606
2.9673433,0.8831512
4.042955,2.8908954
4.038652,3.078178
-2.037878,6.2773123
4.1463594,3.0271757
4.1303825,2.8332787
4.0745883,2.792119
4.7395954,4.3862343
4.8325057,4.6970243
4.5940456,4.4629674
4.741881,4.0971966
4.9987016,4.730253
1.0298847,5.996119
4.4755793,4.428756
1.3745874,6.0201654
3.7510538,2.717136
2.999767,2.4349866
4.0963593,3.2094502
-1.9384385,6.2843533
3.6620069,3.8386405
4.015708,3.2033048
-1.9154942,6.471932
4.131929,3.4203763
4.0465803,3.3482547
3.467553,2.3870912
-0.90042126,2.8071814
-2.1558526,6.4476943
3.791566,3.7080574
0.7361467,4.8090634
4.141683,4.40831
3.9716313,2.7262304
-1.2275856,5.7310023
4.0190206,2.7416484
2.2980242,2.7883825
3.9870055,2.7820423
3.2043204,2.4475162
3.8208504,2.7047522
4.0806046,2.7615101
4.1408257,3.0810342
0.06802136,4.0616775
4.3463635,2.878088
4.0280037,3.199993
4.123879,2.943332
3.4591322,2.5248282
4.0694623,2.8090055
3.8201182,2.7713573
-1.5746088,5.4623985
4.0392165,2.6614544
3.3860147,2.3103867
3.3917015,2.5459425
4.144031,2.8650196
3.181666,2.272653
3.9111924,3.0984778
3.9965618,2.6336782
4.8820915,4.426791
4.9902844,4.443617
4.914294,4.1140046
4.951231,4.1460843
4.9210596,4.7883477
5.0114837,4.411686
4.7875,4.227761
4.864278,4.158909
3.7673297,3.5311913
0.1692178,5.414746
-1.8845167,6.6430497
4.195976,3.3860207
2.3235505,4.3179846
3.497307,2.4193907
3.5935216,2.7616491
4.9537983,4.0511746
3.512794,2.4100313
3.0123968,1.016363
-1.2258165,5.360276
3.6798415,2.7359605
3.9811554,2.8970377
